shop_id,price_change_count,avg_day_between_changes,manufacturer_count,avg_profit_pct,profit_pct_std,product_count,avg_delay_score,exact_overlap_ratio,avg_profit_similarity,label_binary,label_group
1,115,1.0,1,0.034130434782608694,0.4833132753372313,20,0.0,115.0,0.9651163654789147,1,2
10,115,1.0,1,0.042139130434782616,0.5498818353215854,20,0.0,115.0,0.9650610657077476,1,21
100,115,1.0,1,6.87625,2.677599379574921,20,0.0,115.0,0.9479671833932658,0,-1
101,115,1.0,1,0.05163260869565217,0.6211101280051599,20,0.0,115.0,0.9649902423449929,1,48
102,115,1.0,1,0.09680434782608696,0.8957836044871847,20,0.0,115.0,0.9649147089462787,1,9
103,115,1.0,1,7.6145000000000005,2.887467994050612,20,0.0,115.0,0.9463269491119103,0,-1
104,115,1.0,1,0.03887826086956522,0.5486342354520168,20,0.0,115.0,0.9650565385202134,1,7
105,115,1.0,1,0.038878260869565216,0.5486342354520167,20,0.0,115.0,0.9650554130979623,1,7
106,115,1.0,1,7.102833333333334,3.163090309421398,20,0.0,115.0,0.9482336728778468,0,-1
107,115,1.0,1,6.821666666666666,3.070903323490048,20,0.0,115.0,0.9508765119320041,0,-1
108,115,1.0,1,0.04035652173913043,0.5249718450637528,20,0.0,115.0,0.965083332679525,1,38
109,115,1.0,1,7.13,2.894943004620298,20,0.0,115.0,0.950753590280048,0,-1
11,115,1.0,1,6.806166666666666,3.481801780528135,20,0.0,115.0,0.9486134503650431,0,-1
110,115,1.0,1,0.07051304347826087,0.7278498395687826,20,0.0,115.0,0.964933262068214,1,29
111,115,1.0,1,6.781500000000001,2.964378982181597,20,0.0,115.0,0.9538016005230467,0,-1
112,115,1.0,1,6.672000000000001,3.6142642404782745,20,0.0,115.0,0.9486641839381063,0,-1
113,115,1.0,1,7.459500000000001,2.9356455422955956,20,0.0,115.0,0.9457593089244851,0,-1
114,115,1.0,1,0.041028260869565215,0.5413822960770616,20,0.0,115.0,0.965114134030729,1,33
115,115,1.0,1,0.05973043478260869,0.6856425843116442,20,0.0,115.0,0.9650369558679306,1,46
116,115,1.0,1,0.09680434782608696,0.8957836044871849,20,0.0,115.0,0.9649153812792852,1,9
117,115,1.0,1,6.56875,3.5186788625135996,20,0.0,115.0,0.9498847444698701,0,-1
118,115,1.0,1,7.528499999999999,2.7604684536022748,20,0.0,115.0,0.9460643266862809,0,-1
119,115,1.0,1,6.6775,2.9732185842954766,20,0.0,115.0,0.9514773209109731,0,-1
12,115,1.0,1,0.049365217391304346,0.6380734839844727,20,0.0,115.0,0.9650524770622207,1,19
120,115,1.0,1,7.303666666666667,2.925513611126923,20,0.0,115.0,0.950832602375504,0,-1
121,115,1.0,1,0.052739130434782615,0.6408976529152586,20,0.0,115.0,0.965114888525662,1,6
122,115,1.0,1,0.06196521739130434,0.7083245133280893,20,0.0,115.0,0.9650902209872507,1,15
123,115,1.0,1,6.734,3.502364058746606,20,0.0,115.0,0.949427774218154,0,-1
124,115,1.0,1,6.136333333333333,2.966120342954562,20,0.0,115.0,0.9547859511823036,0,-1
125,115,1.0,1,0.054997826086956525,0.68698098194964,20,0.0,115.0,0.9650701983218918,1,17
126,115,1.0,1,6.830333333333334,3.202583314902032,20,0.0,115.0,0.9517701858995313,0,-1
127,115,1.0,1,6.80625,2.951656896981761,20,0.0,115.0,0.9528242878936471,0,-1
128,115,1.0,1,6.3525,2.795350380542661,20,0.0,115.0,0.9513039511823037,0,-1
129,115,1.0,1,0.07469565217391305,0.7595288261858026,20,0.0,115.0,0.9649927651738041,1,14
13,115,1.0,1,7.051833333333334,2.7733791011848505,20,0.0,115.0,0.9454881320693037,0,-1
130,115,1.0,1,7.351166666666667,3.3190712012382146,20,0.0,115.0,0.9447627170099162,0,-1
131,115,1.0,1,0.03425217391304348,0.5110761509408275,20,0.0,115.0,0.9651242334096111,1,34
132,115,1.0,1,7.1895,3.030845550337397,20,0.0,115.0,0.9474214100468562,0,-1
133,115,1.0,1,7.7139999999999995,2.785433060285839,20,0.0,115.0,0.9468461473248339,0,-1
134,115,1.0,1,0.03986739130434782,0.5938246372509633,20,0.0,115.0,0.965138406232974,1,37
135,115,1.0,1,0.05163260869565217,0.6211101280051599,20,0.0,115.0,0.9649798986596927,1,48
136,115,1.0,1,6.761166666666666,3.1499730642587336,20,0.0,115.0,0.9482178851476518,0,-1
137,115,1.0,1,0.07448695652173913,0.7745255194405478,20,0.0,115.0,0.9650143680941484,1,49
138,115,1.0,1,0.05364347826086956,0.6518307554586655,20,0.0,115.0,0.9650181089680724,1,44
139,115,1.0,1,0.08522826086956521,0.8237089714432556,20,0.0,115.0,0.965008420180887,1,10
14,115,1.0,1,0.05973043478260869,0.6856425843116442,20,0.0,115.0,0.965036227525335,1,46
140,115,1.0,1,6.926166666666667,2.8091369325035678,20,0.0,115.0,0.9487303837855507,0,-1
141,115,1.0,1,7.003833333333333,2.8230698962103093,20,0.0,115.0,0.9485100139479131,0,-1
142,115,1.0,1,0.03699782608695652,0.5502333576050811,20,0.0,115.0,0.965118061675929,1,23
143,115,1.0,1,0.03986739130434782,0.5938246372509633,20,0.0,115.0,0.9651380191783808,1,37
144,115,1.0,1,6.359,3.28363502844028,20,0.0,115.0,0.9518846461806689,0,-1
145,115,1.0,1,6.682833333333333,3.285551243280528,20,0.0,115.0,0.9424733536013946,0,-1
146,115,1.0,1,0.0645304347826087,0.7008264043782341,20,0.0,115.0,0.9650796713522939,1,47
147,115,1.0,1,0.07448695652173913,0.7745255194405478,20,0.0,115.0,0.9650154710689767,1,49
148,115,1.0,1,6.09125,3.191938429465706,20,0.0,115.0,0.9519886610003269,0,-1
149,115,1.0,1,0.04169565217391304,0.5468327726878156,20,0.0,115.0,0.9651390491446007,1,41
15,115,1.0,1,6.5538333333333325,2.8874683788552367,20,0.0,115.0,0.953263048272856,0,-1
150,115,1.0,1,0.05163260869565217,0.6211101280051599,20,0.0,115.0,0.9649902423449929,1,48
151,115,1.0,1,6.445166666666667,3.067266694016388,20,0.0,115.0,0.9516137641930915,0,-1
152,115,1.0,1,7.232833333333334,2.9980916661918275,20,0.0,115.0,0.9516388715266425,0,-1
153,115,1.0,1,6.89725,3.264235735589573,20,0.0,115.0,0.9492135399367986,0,-1
154,115,1.0,1,7.046,2.555212450397553,20,0.0,115.0,0.9504462188078893,0,-1
155,115,1.0,1,0.03699782608695652,0.5502333576050811,20,0.0,115.0,0.9651183048926665,1,23
156,115,1.0,1,7.257333333333334,3.109828969931019,20,0.0,115.0,0.9457516842105262,0,-1
157,115,1.0,1,6.42,3.070334672311799,20,0.0,115.0,0.9522623576332135,0,-1
158,115,1.0,1,6.54375,3.1581914820827444,20,0.0,115.0,0.9519870927318296,0,-1
159,115,1.0,1,0.06878260869565217,0.7087018724720351,20,0.0,115.0,0.9650228519123897,1,27
16,115,1.0,1,0.047002173913043475,0.6178273573366067,20,0.0,115.0,0.9650989724310776,1,40
160,115,1.0,1,0.051156521739130434,0.606583383870595,20,0.0,115.0,0.9650977598343686,1,25
161,115,1.0,1,0.04925869565217392,0.5874601507581033,20,0.0,115.0,0.9651030964367441,1,3
162,115,1.0,1,0.028343478260869564,0.4603073116442092,20,0.0,115.0,0.9651051374087394,1,50
163,115,1.0,1,7.04375,3.4929219054396277,20,0.0,115.0,0.950840615669609,0,-1
164,115,1.0,1,0.057076086956521756,0.6175514717800709,20,0.0,115.0,0.96504512040972,1,5
165,115,1.0,1,0.07448695652173913,0.7745255194405478,20,0.0,115.0,0.9650147063310449,1,49
166,115,1.0,1,0.046473913043478254,0.5855836937304085,20,0.0,115.0,0.9651084018742508,0,-1
167,115,1.0,1,7.068499999999999,3.208941063653242,20,0.0,115.0,0.9456044391413314,0,-1
168,115,1.0,1,0.08506521739130433,0.8261922847611601,20,0.0,115.0,0.9650413100141657,1,43
169,115,1.0,1,0.03699782608695652,0.5502333576050811,20,0.0,115.0,0.9651173278849299,1,23
17,115,1.0,1,0.03425217391304348,0.5110761509408275,20,0.0,115.0,0.9651232045330718,1,34
170,115,1.0,1,6.69875,3.0958473698649938,20,0.0,115.0,0.9464103820420616,0,-1
171,115,1.0,1,0.05752173913043479,0.6563477584041808,20,0.0,115.0,0.9650468392720933,0,-1
172,115,1.0,1,7.4925,3.4328157174541136,20,0.0,115.0,0.9415765746976135,0,-1
173,115,1.0,1,0.05246086956521739,0.6576805328207743,20,0.0,115.0,0.9650819664378337,1,51
174,115,1.0,1,0.04213913043478261,0.5498818353215854,20,0.0,115.0,0.9650618324071049,1,21
175,115,1.0,1,0.027043478260869565,0.4628942482534888,20,0.0,115.0,0.9651440693036939,1,13
176,115,1.0,1,6.195,3.1930928058336585,20,0.0,115.0,0.9524616911844829,0,-1
177,115,1.0,1,0.03971304347826087,0.5598552649175987,20,0.0,115.0,0.9650393771384983,1,36
178,115,1.0,1,7.579166666666667,3.1644690400690534,20,0.0,115.0,0.9498421665032145,0,-1
179,115,1.0,1,0.04169565217391304,0.5468327726878157,20,0.0,115.0,0.9651378123569795,1,41
18,115,1.0,1,0.05752173913043479,0.6563477584041808,20,0.0,115.0,0.9650481900403182,0,-1
180,115,1.0,1,6.898,3.1693699689370445,20,0.0,115.0,0.9477507643020595,0,-1
181,115,1.0,1,6.11125,3.4328058403440176,20,0.0,115.0,0.9524643545821074,0,-1
