shop_id_1,shop_id_2,delay_score,overlap_score,profit_similarity
1,10,0.0,115.0,0.9482259096519627
1,100,0.0,115.0,0.9479850618775149
1,11,0.0,115.0,0.9836730904910076
1,12,0.0,115.0,0.945739824317905
1,14,0.0,115.0,0.94805322216418
1,13,0.0,115.0,0.9409156488026699
1,15,0.0,115.0,0.9632044844709636
1,16,0.0,115.0,0.9417694176096603
1,18,0.0,115.0,0.9392641741706749
1,17,0.0,115.0,0.9415925644626454
1,19,0.0,115.0,0.9495364707565428
1,2,0.0,115.0,0.9623051010175974
1,20,0.0,115.0,0.9863127667302171
1,22,0.0,115.0,0.9866789332206826
1,21,0.0,115.0,0.9415145543582671
1,24,0.0,115.0,0.945874827067707
1,23,0.0,115.0,0.9457307282607403
1,25,0.0,115.0,0.9407505884835627
1,26,0.0,115.0,0.9471618823879033
1,28,0.0,115.0,0.961805090857587
1,29,0.0,115.0,0.936181913253145
1,27,0.0,115.0,0.9474889247754336
1,31,0.0,115.0,0.9376500939453949
1,3,0.0,115.0,0.9488571585816944
1,30,0.0,115.0,0.9474285759767901
1,32,0.0,115.0,0.9461752608958405
1,33,0.0,115.0,0.9324851470545371
1,34,0.0,115.0,0.9614450074621114
1,35,0.0,115.0,0.948296552613678
1,36,0.0,115.0,0.9868292663434136
1,38,0.0,115.0,0.9457052669223799
1,39,0.0,115.0,0.9483028107552578
1,37,0.0,115.0,0.9413462082865148
1,41,0.0,115.0,0.9354596757940247
1,40,0.0,115.0,0.9620457881376838
1,4,0.0,115.0,0.9461567787658002
1,42,0.0,115.0,0.9406627184350046
1,43,0.0,115.0,0.9378009937673589
1,44,0.0,115.0,0.9476588342363436
1,46,0.0,115.0,0.9412487288789105
1,45,0.0,115.0,0.961696946796877
1,47,0.0,115.0,0.9432003665090363
1,48,0.0,115.0,0.9440282478885692
1,50,0.0,115.0,0.9412691866149878
1,49,0.0,115.0,0.9498447032642866
1,51,0.0,115.0,0.9555668856937989
1,5,0.0,115.0,0.9611390699765159
1,52,0.0,115.0,0.947661291287893
1,53,0.0,115.0,0.9464808705367781
1,54,0.0,115.0,0.9482462956026483
1,57,0.0,115.0,0.9412989342458254
1,55,0.0,115.0,0.9404831350950559
1,58,0.0,115.0,0.9391684867900955
1,56,0.0,115.0,0.9880316913171607
1,6,0.0,115.0,0.9414599663720422
1,59,0.0,115.0,0.9382261932860722
1,60,0.0,115.0,0.9479911987464977
1,62,0.0,115.0,0.9429202714961914
1,61,0.0,115.0,0.9346211694290257
1,63,0.0,115.0,0.9509295609880523
1,64,0.0,115.0,0.9400446404561814
1,68,0.0,115.0,0.942074711129196
1,65,0.0,115.0,0.9398002965429069
1,66,0.0,115.0,0.9407720533701692
1,69,0.0,115.0,0.9398314315453755
1,67,0.0,115.0,0.9618575292985369
1,70,0.0,115.0,0.9391503134112865
1,72,0.0,115.0,0.9478869934183841
1,71,0.0,115.0,0.9497266203220424
1,7,0.0,115.0,0.9395008143885717
1,73,0.0,115.0,0.9408694935868068
1,75,0.0,115.0,0.9387386384673793
1,74,0.0,115.0,0.9843667060879385
1,76,0.0,115.0,0.9883781640022659
1,78,0.0,115.0,0.9874612707191188
1,79,0.0,115.0,0.9498396802777727
1,8,0.0,115.0,0.9472877036252954
1,77,0.0,115.0,0.940482200278832
1,80,0.0,115.0,0.9402525841994872
1,81,0.0,115.0,0.9480488465105505
1,82,0.0,115.0,0.9616698342325765
1,83,0.0,115.0,0.9489865872456007
1,84,0.0,115.0,0.9412244455776858
1,86,0.0,115.0,0.9547798891657102
1,87,0.0,115.0,0.9375156259489269
1,85,0.0,115.0,0.9372839404560387
1,88,0.0,115.0,0.962294642330279
1,9,0.0,115.0,0.95570326175914
1,89,0.0,115.0,0.935257134995644
1,91,0.0,115.0,0.9405770758102767
1,90,0.0,115.0,0.9453921555916335
1,92,0.0,115.0,0.9456266777997745
1,93,0.0,115.0,0.9417617182240815
1,94,0.0,115.0,0.9472997167440353
1,95,0.0,115.0,0.941596571863607
1,96,0.0,115.0,0.9465268815975796
1,97,0.0,115.0,0.9387543021831355
1,99,0.0,115.0,0.9619586176924078
1,98,0.0,115.0,0.9431500849579344
10,11,0.0,115.0,0.9479074516126248
10,100,0.0,115.0,0.958975
10,12,0.0,115.0,0.96794
10,14,0.0,115.0,0.958975
10,16,0.0,115.0,0.9419242865773291
10,13,0.0,115.0,0.9378694533642723
10,15,0.0,115.0,0.9620256854522817
10,17,0.0,115.0,0.9407315409067092
10,18,0.0,115.0,0.948652095903717
10,19,0.0,115.0,0.964055
10,20,0.0,115.0,0.9475400233145067
10,21,0.0,115.0,0.9410929247977408
10,2,0.0,115.0,0.9607723436372273
10,25,0.0,115.0,0.9416412172600932
10,22,0.0,115.0,0.9483442508263412
10,28,0.0,115.0,0.957116475941748
10,26,0.0,115.0,0.97334
10,27,0.0,115.0,0.958915
10,24,0.0,115.0,0.9461784870739
10,23,0.0,115.0,0.95698
10,30,0.0,115.0,0.9463546690862179
10,3,0.0,115.0,0.95526
10,29,0.0,115.0,0.94735
10,31,0.0,115.0,0.9455353036424965
10,32,0.0,115.0,0.95126
10,35,0.0,115.0,0.96443
10,34,0.0,115.0,0.9625814044872154
10,33,0.0,115.0,0.9357785294674927
10,37,0.0,115.0,0.9466794592081794
10,38,0.0,115.0,0.954435
10,36,0.0,115.0,0.9470707437686046
10,4,0.0,115.0,0.95281
10,39,0.0,115.0,0.97178
10,40,0.0,115.0,0.9623700305465472
10,44,0.0,115.0,0.957715
10,43,0.0,115.0,0.9424188265798652
10,42,0.0,115.0,0.9447096968096874
10,41,0.0,115.0,0.9551887988523667
10,45,0.0,115.0,0.9627670036209586
10,46,0.0,115.0,0.9461310662179445
10,47,0.0,115.0,0.9409620202903446
10,49,0.0,115.0,0.98865
10,50,0.0,115.0,0.9409306534266044
10,48,0.0,115.0,0.956825
10,54,0.0,115.0,0.9672499999999999
10,56,0.0,115.0,0.9483894243993758
10,5,0.0,115.0,0.9630633184761233
10,57,0.0,115.0,0.95982
10,51,0.0,115.0,0.97406
10,58,0.0,115.0,0.9402959098307453
10,52,0.0,115.0,0.96055
10,53,0.0,115.0,0.957895
10,6,0.0,115.0,0.9635
10,59,0.0,115.0,0.9563279305504194
10,55,0.0,115.0,0.9454160146176553
10,60,0.0,115.0,0.95761
10,61,0.0,115.0,0.9454881500377718
10,63,0.0,115.0,0.96819
10,66,0.0,115.0,0.9446753285836902
10,64,0.0,115.0,0.9399220287168293
10,68,0.0,115.0,0.9386500871404039
10,62,0.0,115.0,0.9520620164758653
10,67,0.0,115.0,0.9624848188787138
10,7,0.0,115.0,0.947501900508435
10,72,0.0,115.0,0.9673
10,65,0.0,115.0,0.9456337407124086
10,70,0.0,115.0,0.9528055136401733
10,71,0.0,115.0,0.96909
10,69,0.0,115.0,0.940617259361457
10,73,0.0,115.0,0.954275185831709
10,75,0.0,115.0,0.9392238674550469
10,74,0.0,115.0,0.9481654995083889
