shop_id,price_change_count,product_price_diff,product_price_variance,price_change_frequency,profit_percentage_variability,product_price_consistency,manufacturer_count,avg_profit_pct,profit_pct_std,is_collusion,collusion_group
1,20,4.635899823437394,22.354206261151994,9179,4.635899823437394,0.34360573521015436,1,6.7378669071324016,5.146254112222276,1,24
10,20,4.58311804223394,21.428907279622894,9177,4.58311804223394,0.31256859103388474,1,6.848747062910176,4.965107199855526,1,21
100,20,2.546398412814883,8.064654444444447,6880,2.546398412814883,0.28305512076283773,1,7.288666666666667,3.087986650805919,0,-1
101,20,4.458411613550558,20.316604775002855,9180,4.458411613550558,0.3046257797324715,1,6.857534742495444,4.6987093061024625,1,11
102,20,1.9249999999999996,5.512469999999999,4580,1.9249999999999996,0.26964029288940383,1,8.225999999999999,3.0175750197799553,0,-1
103,20,4.408366776615259,20.169077049747024,6874,4.408366776615259,0.32259969375781583,1,7.557639948157661,5.389779274713691,1,7
104,20,4.937011870337154,25.73588573900338,6874,4.937011870337154,0.2942968136294152,1,7.611762310862108,5.471379478251518,1,18
105,20,4.301417065748055,19.050792950694987,6876,4.301417065748055,0.3446217115382796,1,6.505132935306577,4.801181193016876,1,20
106,20,4.795070809264777,23.659404862429973,9180,4.795070809264777,0.35187127469385754,1,6.402151816485565,5.100684773950636,1,12
107,20,4.897979533795628,24.221825869948834,9180,4.897979533795628,0.3289331737811021,1,6.629474371636276,5.208241370702722,1,29
108,20,4.41110157995536,19.88901465610592,9180,4.41110157995536,0.2559982119101849,1,8.007363057802282,4.6199101220670125,1,4
109,20,4.400192587993279,20.070673971924165,6878,4.400192587993279,0.24582294856186304,1,8.396360537619262,4.676493613082084,1,4
11,20,2.149,6.504599999999999,4580,2.149,0.35243062616496096,1,6.261,3.2022240708607512,0,-1
110,20,4.906414237249448,25.097904368218387,6878,4.906414237249448,0.293909394800343,1,7.6067260909770855,5.549916536859047,1,16
111,20,4.86287817744088,25.241620329590226,6877,4.86287817744088,0.2888513864094636,1,7.402831715447734,5.239276873348812,1,18
112,20,1.9859999999999995,5.7326999999999995,4580,1.9859999999999995,0.3185274379845947,1,7.099499999999999,3.2193547101864994,0,-1
113,20,1.6625,4.433092499999999,4580,1.6625,0.34377313493104217,1,6.905,3.299077143687307,0,-1
114,20,4.168641665469921,17.635377284877414,6879,4.168641665469921,0.5315689771259156,1,4.574207648996928,4.603248492249878,1,19
115,20,4.367310004848233,19.597180657804024,6876,4.367310004848233,0.2727501487457019,1,7.846857489077465,4.7615410348140985,1,10
116,20,1.9140000000000001,5.610890000000001,4580,1.9140000000000001,0.3136911308645293,1,6.7435,2.898220617896436,0,-1
117,20,4.389194053497996,19.820685224911653,9177,4.389194053497996,0.30706832610331103,1,7.151434709875602,4.799649275579982,1,21
118,20,4.243235753765176,19.095093620488704,6879,4.243235753765176,0.3584638541905929,1,6.167813991893292,4.710398817748483,1,5
119,20,5.207028306176219,27.77959636551727,9180,5.207028306176219,0.3476472057628379,1,6.233802685148683,5.496782076269753,1,3
12,20,5.005301652744221,25.99531085931838,9180,5.005301652744221,0.2853702300813305,1,7.464232011078895,5.368728522193757,1,2
120,20,4.36000513250363,19.341537866069903,9179,4.36000513250363,0.35981053979271227,1,6.043662052465872,4.676073733908808,1,11
121,20,4.177209039686102,17.67457187793412,6879,4.177209039686102,1.2615162715348092,1,4.594682071956606,4.618366048840529,1,19
122,20,4.903307036900509,24.333056039992577,6878,4.903307036900509,0.44595147015371317,1,5.186554481200949,5.202089476645902,1,27
123,20,4.414557926161492,20.441632799101388,6872,4.414557926161492,0.2680861376440346,1,7.90882324009872,4.817419712709647,1,21
124,20,4.81855047440194,24.448784586464672,6878,4.81855047440194,0.269270758180786,1,7.85061572817097,5.218487948184705,1,26
125,20,4.679652718517428,22.668962175346966,6877,4.679652718517428,0.3629694533787288,1,6.339968545581203,5.1612681379301995,1,20
126,20,4.906951963215012,24.39154756492752,9180,4.906951963215012,0.42181722807080285,1,5.382795850994803,5.23082654797006,1,15
127,20,4.799051351160189,23.420897249103454,9179,4.799051351160189,0.40971664554364107,1,5.6147675643637225,5.115496337889591,1,27
128,20,4.158681073693094,17.712971803208912,6879,4.158681073693094,0.48971465860722735,1,4.913323547033552,4.595631060507604,1,19
129,20,4.117631146715356,17.88024908447499,6876,4.117631146715356,0.25630240771791524,1,8.074483729290117,4.468043568744847,1,4
13,20,1.4122500000000002,2.9949037499999998,4580,1.4122500000000002,0.297162611525487,1,7.655749999999999,3.085850682955998,0,-1
130,20,4.135586491184428,18.015764071315928,6870,4.135586491184428,0.3110914860948405,1,6.940481573483988,4.653946678664841,1,5
131,20,3.953759508141333,16.04537287019478,9179,3.953759508141333,0.3804108407699893,1,5.8244944840149016,4.350878251024338,1,30
132,20,5.119901724627346,27.692432070560947,6875,5.119901724627346,0.30452699469757527,1,7.376232060989551,5.657165463145738,1,16
133,20,4.296687741741168,19.106704506010885,6880,4.296687741741168,0.36443397741590855,1,5.917434362354581,4.62942659603083,1,28
134,20,4.05121070463407,16.82986256040417,9180,4.05121070463407,0.3312389555792296,1,6.594034683310509,4.491937268386838,1,22
135,20,1.6760000000000002,4.297042500000002,4580,1.6760000000000002,0.2737416591071681,1,7.935499999999999,3.0887383751298843,0,-1
136,20,4.4609312915383725,20.624394457631784,9179,4.4609312915383725,0.26385227892556756,1,7.805264543516654,4.712242380547643,1,4
137,20,4.584221209817054,21.50006218173803,9180,4.584221209817054,0.3143339766714508,1,6.848408298239717,4.923131741741062,1,21
138,20,4.6732941589197,22.227160394435757,6879,4.6732941589197,0.39489636342244394,1,5.6393278698162685,5.053370945698426,1,14
139,20,2.0047500000000005,6.28169625,4580,2.0047500000000005,0.33320869174608836,1,7.0882499999999995,3.2932414787713338,0,-1
