shop_id,price_change_count,product_price_diff,product_price_variance,price_change_frequency,profit_percentage_variability,product_price_consistency,manufacturer_count,avg_profit_pct,profit_pct_std,is_collusion,collusion_group
1,20,5.62310161904322,32.22122690068744,9180,5.62310161904322,0.340178503407894,1,6.509130858809174,6.0371456909752785,1,1
10,20,2.2960000000000003,6.995004999999999,4580,2.2960000000000003,0.3237847448231116,1,6.94,3.3316572452759905,0,-1
100,20,1.8142500000000001,4.81846625,4580,1.8142500000000001,0.27546796784201855,1,7.6907499999999995,3.0832583312949957,0,-1
11,20,5.72234572046228,33.461004650056786,9178,5.72234572046228,0.3292832967492109,1,6.296690366461344,5.995532170834187,1,1
12,20,1.7422499999999999,4.04484875,4580,1.7422499999999999,0.2677781054460164,1,7.630749999999999,2.857214891725857,0,-1
13,20,5.0611112539787095,26.02449662195902,9179,5.0611112539787095,0.29333624030767236,1,7.034763978354675,5.388175127567279,1,3
14,20,1.70775,4.316738750000001,4580,1.70775,0.28079576068291967,1,7.289250000000001,2.810036821377969,0,-1
15,20,4.261592034825026,18.43515678012374,9178,4.261592034825026,0.3502871312785998,1,5.832785418002041,4.532443239301318,1,2
16,20,4.743896406186066,22.746890314193394,9180,4.743896406186066,0.4635670936218436,1,4.94561246952028,5.105767941352301,1,5
17,20,4.6210781650926265,21.73179352781454,6875,4.6210781650926265,0.4291511479823932,1,5.098628680537065,4.895634784812885,1,4
18,20,5.60883142241525,32.48467721723275,6879,5.60883142241525,0.2992312601544283,1,6.816866819323814,5.962872868907694,1,1
19,20,2.345294181372565,6.563312222222223,6880,2.345294181372565,0.28485936696463154,1,7.264500000000001,3.10039643970466,0,-1
2,20,4.28047673784566,19.037388019235273,9180,4.28047673784566,0.33342376895483944,1,6.01400283205144,4.53803301530951,1,2
20,20,5.6000014704666325,31.921178491869235,6875,5.6000014704666325,0.31674031359292687,1,6.878543080976619,6.079607400726932,1,1
21,20,4.603190653572917,21.596486614008974,6878,4.603190653572917,0.5177602317347831,1,4.851987406385072,5.102427303899943,1,5
22,20,5.553168625451828,31.272056650322913,9178,5.553168625451828,0.33250379263553753,1,6.412501826096916,5.943980033858256,1,1
23,20,2.0025000000000004,6.121110000000001,4580,2.0025000000000004,0.32043505361515046,1,6.451499999999999,3.055654226184632,0,-1
24,20,4.595344533928103,21.67486490147225,6879,4.595344533928103,0.43529792247950694,1,4.906341501008797,4.897662361855322,1,4
25,20,5.065845854433141,26.390425473920704,6879,5.065845854433141,0.4461541919127379,1,5.0435938972727445,5.403236942005231,1,5
26,20,1.8982500000000002,5.259773749999999,4580,1.8982500000000002,0.26070598817891766,1,7.645750000000002,2.7603875520477192,0,-1
27,20,2.3985,7.221922499999998,4580,2.3985,0.29919358466944906,1,6.988,3.3624464308000506,0,-1
28,20,4.403905529484632,19.71057055950324,6878,4.403905529484632,0.3607961278802587,1,5.891033487590144,4.77939533549248,1,4
29,20,1.83825,5.72861125,4580,1.83825,0.26832676208574313,1,7.76775,3.2572998691400827,0,-1
3,20,1.9821647626695906,5.049822222222223,6880,1.9821647626695906,0.2938928631368686,1,7.144,2.989676794125635,0,-1
30,20,4.216203772183217,18.422584962940544,9179,4.216203772183217,0.3468309836614075,1,5.883811869787483,4.560545959083818,1,2
31,20,4.747196590300812,23.71144704312588,6877,4.747196590300812,0.28008947992306976,1,7.738344052884069,5.284038546583884,1,3
32,20,2.8586641496738663,9.714626666666666,6880,2.8586641496738663,0.284830505025013,1,7.114833333333333,3.490094311842526,0,-1
33,20,4.691004361806852,22.445089701759574,9178,4.691004361806852,0.41694529112117024,1,5.202546682635122,5.013768682624559,1,4
34,20,4.184420775955695,17.92924117985421,9180,4.184420775955695,0.3445596146751687,1,5.793452525989353,4.389338867683327,1,2
35,20,2.2606057227646823,5.764622222222222,6765,2.2606057227646823,0.29239045023882887,1,6.917000000000001,2.854900640419324,0,-1
36,20,5.62210071190494,32.05909254616913,9179,5.62210071190494,0.3076444299008048,1,6.673411482266502,5.905560937368365,1,1
37,20,4.2050131308491965,18.257824040270783,9180,4.2050131308491965,0.34736142538440723,1,6.0123319259753325,4.570938644947238,1,6
38,20,2.1790841167370942,5.768748888888889,6880,2.1790841167370942,0.2472737607128433,1,8.165,2.998908412517239,0,-1
39,20,1.92625,5.229816250000002,4580,1.92625,0.2737536235925347,1,7.344750000000001,2.8752086772093604,0,-1
4,20,2.544057537025402,7.158193333333334,6880,2.544057537025402,0.3107064122069182,1,6.645999999999999,3.072286987462814,0,-1
40,20,3.95339563163581,16.379037919229418,6879,3.95339563163581,0.35252150923967485,1,5.977849733512371,4.44491077528849,1,2
41,20,4.166703864369131,18.00068853027397,6877,4.166703864369131,0.3730335524808008,1,5.6577734762043805,4.54864689435037,1,6
42,20,4.119843284606688,17.309631336441388,9179,4.119843284606688,0.39586982662429326,1,5.762822738343839,4.531180301556612,1,6
43,20,4.571528009279149,21.550396256294196,9179,4.571528009279149,0.43929902464067283,1,4.951409225240941,4.88132982201605,1,4
44,20,1.7842500000000001,3.8940887500000008,4580,1.7842500000000001,0.30307550282670137,1,7.03325,2.8154585661131653,0,-1
45,20,4.138034273718557,17.591927956026343,9180,4.138034273718557,0.35607121856980106,1,5.612294366422966,4.328737531007039,1,2
46,20,4.206731854422758,18.272367229616556,6878,4.206731854422758,0.39895343266642874,1,5.6462921077570325,4.585281710377303,1,6
47,20,4.611861519488112,21.705253951007297,6877,4.611861519488112,0.40871140112916765,1,5.280465716432111,4.878072014944332,1,4
48,20,1.6802499999999998,4.08451125,4580,1.6802499999999998,0.33641298715998535,1,7.141750000000001,3.475299906123211,0,-1
